
penetrating	թափանցող, խորաթափանց, սուր, ականջ ծակող
penetration	թափանցելիություն, թափանցիկություն
penfriend	նամակագրությամբ ծանոթ կամ նամակագրության ընկեր
penguin	պինգվին, թեվատ, անթեվ
penholder	գրչակոթ
peninsular	թերակղզու
peninsula	թերակղզի
penitence	զղջում, ապաշխարանք
penitential	ապաշխարության, ապաշխարանքի
penitentiary	ուղղիչ տուն, տաժանակրության բանտ
penitent	զղջացող, մեղավոր
penknife	գրչահատ
penmanship	գեղագրություն, վայելչագրություն
penman	գեղագիր, վայելչագիր, ձեռագրեր արտադրող, գրող
pen-name	կեղծանուն
pennant	նավադրոշ, վիմպել
penniless	անփող, առանց դրամի, կարիքավոր
penny-a-liner	վարձու գրչակ
penny-wise	գծուծ, կոպեկի հետևից ընկնող
penny-worth	մի պեննի արժողությամբ ապրանք
penny	պեննի, 
pensionary	թաշակառու
pensioner	թոշակառու, վարձկան
pension	կենսաթոշակ, նպաստ, գիշերօթիկ դպրոց
pensive	մտախոհ, մտազբաղ, մտածկոտ, երազող
pentagon	Պենտագոն
penta-	հնգա-
penthouse	ծածկ, չարդախ
pent-up	զսպված
pent	փակված, ներփակված
penultimate	նախավերջին վանկ, նախավերջին
penurious	խղճուկ, աղքատիկ, գծուծ, ժլատ
penury	ծայրահեղ աղքատություն, պակասություն, պակաս(of)
pen	գրչածայր, գրիչ, գրող, գրել, շարադրել, անասնանոց, արգելարան
peonage	բատրակություն, ճորտություն, ստրկություն
peony	պիոն, քաջվարդ
peon	բատրակ, օրավարձ մշակ
people	ժողովուրդ, ազգ, բնակչություն, ապրողներ, հարազատներ
pepper-and-salt	մուգ ու բաց թելերից միահյուսված գործվածք
pepper-box	պղպեղաման
pepper-castor	պղպեղաման
peppercorn	պղպեղահատ
peppermint	անանուխ
peppery	պղպեղած, կծու
pepper	պղպեղ, կծվություն, դյուրագրգրություն, պղպեղել, թափել, շաղ տալ
peppy	եռանդուն, աշխույժ, կյանքով լի
peptic	մարսողական
pep	հոգու արիություն, եռանդ, ուժ
peradventure	հնարավոր է, հավանական է, կարող էպատահել, անհայտություն, կասկած
perambulate	շրջագայել, շրջել
perambulator	մանկական սայլակ
perceivable	նկատելի, շոշափելի, զգալի
perceive	զգալ, զգալով իմանալ, գիտակցել, հասկանալ, ըմբռնել, ընկալել
percentage	տոկոս
per cent	տոկոս
perceptible	նկատելի, զգալի, շոշափելի
perception	զգայական ընկալում, ճանաչում, իմացություն, ըմբռնում, հասկացում
perceptive	ընկալող, ճանաչող
perceptivity	ընկալունակություն, դյուրըմբռնողություն
percept	ընկալման առարկան կամ արդյունքը
perceverance	համառություն, հաստատակամություն
perchance	հնարավոր է, գուցե, պատահաբար
perch	թառ, բարձր կամ հաստատուն դիրք
perch	պերկես
percolate	քամել, ֆիլտրել, քամվել, զտվել
percolator	ֆիլտր, քամիչ
percussion	հարված, բախում, ցնցում
percussive	հարվածող, բախական
percuss	զննել
perdition	նզովք, կործանում, ավերում
perdu(e)	թաքնված, ծածկված
perdurable	չափազանց դիմացկուն, հավիտենականմշտական
peregrinate	ճանապարհորդել
peremptory	անառարկելի, հրամայական
perennial	բազմամյա բույս, չդամաքող, չչորացող, անթառամ, հավիտենական
perfection	կատարելագործում, ավարտունություն
perfectly	կատարելապես, լրիվ, լիովին
perfect	պերֆեկտ, վաղակատարի ձեվը, կատարված, կատարյալ, ավարտուն
perfidious	դավաճանական, ուխտադրուժ
perfidy	դավաճանություն, ուխտադրժություն
perforate	շաղափել, անցք բաց անել
perforation	գայլիկոնով ծակելը, շաղափելը
perforce	անհրաժեշտաբար, բռնի
performance	արտադրողականություն
performer	կատարող (դերասան, երաժիշտ)
perform	ներկայացնել, խաղալ, կատարել
perfumery	պարֆյումերիա
perfumer	կատարող (դերասան, երաժիշտ)
perfume	բուրմունք, բույր, անուշահոտություն, օծանելիք ցանել
perfunctory	անփույթ, մակերեսային
perfuse	վրան ցրցամել, շաղ տալ, ցողել սրսկել, ողողել
pergola	սողացող բույսերով ծածկված տաղավար
perhaps	գուցե, հնարավոր է
perilous	վտանգավոր, ռիսկոտ
peril	վտանգ, ռիսկ
periodical	պարբերական մամուլ
periodic	պարբերական, ցիկլային
period	շրջան, ժամանակամիջոց, ժամանակաշրջան, ցիկլ, պարբերություն
periphery	շրջագիծ, մակերեսամաս
periphrastic	այլաբանական
periscope	շրջադիտակ, պերիսկոպ
perishable	շուտ փչացող ապրանք
perish	կործանվել, մեռնել, տառապել
periwigged	կեղծամով, պարիկ հագած
periwig	կեղծամ, պարիկ
peri	փերի, գեղեցկուհի
perjured	երդմնազանց
perjurer	երդմնազանց, ուխտադրուժ, սուտ վկա
perjure	կեղծ վկայություն տալ, սուտ վկայել 
perjury	երդմնազանցություն, սուտ վկայություն
perky	ուրախ, աշխույժ, հանդուգն, ամբարտավան, ինքնավստահ
perk	քիթը տնկել, գլուխը բարձր պահել
permable	թափանցելի, թափանցիկ
permanence	մշտականություն, մնայունություն
permanency	մշտականություն, հարատևություն
permanently	մշտապես, անփոփող
permanent	մշտական, անփոփոխ, մշտատեվ, հարատեվ, անընդհատ, մնացորդային
permeant	թափանցիկ, անցկացնող
permeate	անցնել, թափանցել, տարածվել(amongthrough)
permissible	թույլատրելի
permission	թույլատվություն, թույլատրություն, թույլատրում
permissive	թույլատրելի, թույլատրող
permittance	թույլտվություն, հաղորդականություն
permit	անցագիր, թույլատրագիր, իրավունքտալ, հնարավորություն տալ
pernicious	վնասակար, վնասաբեր, մահացու, կործանարար, չարորակ
pernickety	չմահավան, քմահաճ
perorate	ճառել, ճառախոսել, եզրափակել, ամփոփել
peroration	մեծախոսություն, եզրափակում
peroxide	գերօքսիդ, պերօքսիդ
perpendicular	ուղղահայաց, ուղղալար, տրամալար, ուղղաձիգ
perpetrate	գործել, կատարել (ոճիր, հանցանք)
perpetrator	հանցագործ, ոճրագործ
perpetual	հավիտենական, հավերժական, ցմահ մշտական, անվերջ, անդադար
perpetuate	հավերժացնել
perpetuity	հավերժություն, հավիտենականություն
perplexed	ապշած, շվարած, շփոթված
perplexity	շփոթվածություն, հուզմունք
perplex	ապշեցնել, շվարեցնել, շփոթեցնել
perry	տանձի գինի
persecute	հետապնդել, հալածել, նեղել, ձանձրանալ, օձիքից կպչել
persecution	հալածանք, հետապնդում
persecutor	հալածիչ, հալածող, հետապնդող
perseverance	համառություն, հաստատակամություն
persevere	իր ուզածին հասնել, պնդել
persevering	հաստատակամ, համառ
persian	պարսիկ, պարսկուհի, պարսկերեն պարսկական
persiflage	թեթև կատակ
persistence	համառություն, հաստատակամություն
persistent	համառ, հաստատակամ, կայուն, դիմացկուն, կենսունակ, հարատեվ
persist	համառել, դիմանալ, պահպանվել, շարունակել գոյություն ունենալ
personable	գեղեցիկ, վայելչատես
personage	մարդ, անձնավորություն, գործող անձ
personality	անձնավորություն, անհատ, անհատականություն
personalize	անձնավորել
personally	անձամբ, անձնապես, ինքը
personalty	շարժական կայք
personal	անձնական, մասնավոր, անհատական, լրագրային փոքրիկ հոդված
personification	անձնավորում, մարմնավորում, մարմնացում
personify	անձնավորել, մարմնավորել
personnel	անձնակազմ
person	մարդ, անձ, անձնավորություն, դեմք, արտաքին տեսք, գործող անձ
perspective	հեռանկար, պատկեր, տեսարան, հեռանկարային
perspicacious	սրաթափանց, խորաթափանց
perspicacity	սրաթափանցություն, խորաթափանցություն
perspicuity	խորաթափանցություն, պարզություն հստակություն, թափանցիկություն
perspicuous	պարզ, հասկանալի, հստակ
perspiration	քրտինք
perspire	քրտնել
persuader	համոզող, հորդորող (անձ)
persuade	համոզել, հավատացնել, հորդորել
persuasion	համոզմունք, համոզվածություն, հավատ
persuasive	դրդապատճառ, շարժառիթ, համոզիչ
pertain	վերաբերել, կապ ունենալ (to), պատկանել (to)
pertinacious	կամակոր, համառ. պնդաճակատ
pertinacity	համառություն, կամակորություն
pertinence	հարմարություն, պատշաճություն
pertinent	հարմար, տեղին, գործին վերաբերող ըստ էության
perturbation	անհանգստություն, խռովություն, հուզմունք
perturb	խանգարել, խռովել, վրդովել, անհանգստացնել, հուզել
pert	հանդուգն, անամոթ, համարձակ, աշխույժ, ժիր
peruke	կեղծամ, պարիկ
perusal	ընթերցում,
peruse	կարդալ, ընթերցել, ուշադիր դիտել զննել
peruvian	պերուացի, պերուական
pervade	լցնել, հագեցնել, տարածվել
perverse	իր ասածի, կամակոր, չհամոզվող, այլասերված, այլանդակ, փչացած
perversion	այլասերում, այլանդակություն
perversity	կամակորություն, ինքնահաճություն
pervert	փչացած՝ այլասերված մարդ, ուրացող, դավաճան
pervious	դյուրանցիկ, թափանցելի, ենթարկվող(ազդեցության)
per	միջոցով, ~post-փոստով, յուրաքանչյուր, ամեն մի, յուրաքանչյուրին
peseta	պեսետ (իսպ. դրամ=10 պենսի)
pesky	ձանձրացող, զահլա տանող
pester	տաղտկացնել, ձանձրացնել, գլուխ տանել
pest-house	ժանտախտավորների բարաք
pestiferous	վնասակար, վնասաբեր, վարակիչ
pestilence	այտուցային ժանտախտ, ժանտամահ
pestilent	վնասակար, բնասաբեր, մահացու, թունավոր
pestle	ծեծել, փշրել, ջարդել, մանրացնել (հավանգի մեջ)
pest	պատիժ, պատուհաս, չարիք, պարազիտ վնասատու, ժանտախտ
petal	պսակաթերթ, ծաղկաթերթ, թեր
petersham	հասամահուդ, տաք վերարկու
peter	պակասել, սպառվել
petitioner	խնդրարկու, հայցվոր
petition	խնդրագիր, խնդրանք, պետիցիա, աղոթք, խնդրել, միջնորդել
petrel	մրրկահավ
petrifaction	քարացում, կարծրացում
petrify	քարանալ, կարծրանալ, քար կտրել ապշել, զարմացնել, շվարեցնել
petroleum	նավթ
petrol	բենզին, գազոլին, բենզինի
petticoat	տակի շրջազգեստ, իգական սեռ, կանացի
pettifogger	քաշքշուկարար, բանսարկու, խարդախ  փաստաբան
pettifogging	ստոր, մանրախնդիր, խարդախ, չնչին
pettifog	քաշքշուկ ստեղծել, մանր դատական գործերով զբաղվել
pettish	դյուրագրգիռ, նեղացկոտ
petty	մանր, չնչին, դատարկ, աննշան
petulance	դյուրաբորբոքություն, նեղացկոտություն
petulant	դյուրագրգիռ, դյուրաբորբոք, նեղացկոտ
pet	փայփայած, փայփայել, երես տալ, վատ տրամադրություն
pew	եկեղեցու նստարան
phantom	ուրվական, տեսիլք, ցնորք, պատրանք երեվակայական, խաբուսիկ, անիրական
pharaoh	փարավոն
pharisee	փարիսեցի, կեղծ բարեպաշտ, կեղծավոր
pharmacy	դեղատուն, դեղագործություն
pharos	փարոս
pharynx	ըմպան
phase	փուլ, ֆազ
pheasant	փասիան
phenomenal	արտակարգ, բացառիկ, չտեսնված
phenomenon	երևույթ, ֆենոմեն
phew	թու, այ քեզ բան
philanderer	կանանց հետևից քաշ եկող մարդ
philander	ֆլիրտ անել, սիրաբանել
philanthropy	մարդասիրություն, բարեգործություն
philharmonic	ֆիլհարմոնիայի, ֆիլհարմոնիական, երաժշտական
philistine	քաղքենի
philological	լեզվաբանական, բանասիրական
philologist	լեզվաբան, բանասեր
philology	լեզվաբանություն, բանասիրություն
philosopher	փիլիսոփա
philosophize	փիլիսոփայել
philosophy	փիլիսոփայություն
phisiology	ֆիզիոլոգիա, բնախոսություն
phiz	դեմք, կերպարանք
phlegmatic	սառնարյուն, անտարբեր, ալարկոտ
phlegm	խորխ, լորձ, սառնարյունություն, ալարկոտություն
phoenix	փյունիկ, կատարելության տիպար
phoneme	հնչույթ, ֆոնեմա
phonemic	ֆոնեմատիկ
phonetician	հնչյունաբան, հնչյունագետ
phonetics	հնչյունաբանություն, հնչյունական համակարգ
phonetic	հնչյունաբանական, հնչյունական
phone	հեռախոս, հեռախոսի լսափող, հեռախոսով հայտնել, լեզվական հնչյուն
phonic	ձայնական, հնչական, հնչյունային
phonograph	ֆոնոգրաֆ, ձայնագիր
phony	կեղծիք, խաբեբա, կեղծ(վ)ած, փքուն ուռցրած
phosphate	ֆոսֆատ, ֆոսֆորական թթվի աղ
phosphoric	ֆոսֆորական, ֆոսֆորի, ֆոսֆորական
phosphorous	ֆոսֆորային
phosphorus	ֆոսֆոր
photographer	լուսանկարիչ
photographic	լուսանկարչական
photography	լուսանկարչություն, լուսանկարում
photograph	լուսանկար, լուսանկարել
photosensitive	լուսազգայուն
phrase-book	իդիոմների բառարան
phrase-monger	ֆրազյոր, դատարկաբան
phraseological	դարձվածաբանական
phraseology	դարձվածաբանություն, լեզու, ոճ
phrase	արտահայտություն, դարձվածք, դարձված, բառերով արտահայտել
phut                  	պայթել, կրախի մատնվել, սնանկանալ
physical	ֆիզիկական, նյութական, մարմնական
physician	բժիշկ
physicist	ֆիզիկոս
physics	ֆիզիկա
physic	բժշկություն, դեղ, , ծեծ
physiological	ֆիզիոլոգիական, մարմնական
physiologist	ֆիզիոլոգ, բնախոս
physique	մարմնակազմություն, մարմնի կազմվածք, արտաքին տեսք
pianist	դաշնակահար
piano-organ	երգեհոնիկ
piano-player	դաշնակահար, պինոլա (ավտոմատ նվագի գործիք)
piano	դաշնամուր, դաշնակ
piazza	հրապարակ, , ծածկապատշգամբ, վերանդա
picaresque	արկածային խաբեբայապատում
picaroon	խաբեբա, սրիկա, բանդիտ, ծովահեն
piccaninny	նեգրի ճուտ, փոքրիկ նեգր
piccolo	փոքր ֆլեյտա
pick-a-back	մեջքին, շալակին
pickax(e)	քլունգ, բրիչ
picked	ընտիր, ընտրված, ջոկած
picket	ցից, ցանկապատ, ձող, պահակախումբ  ցանկապատել, պիկետ կանգնեցնել
picking	հավաքելը, ջոկելը, մնացորդներ
pickle	թթու դրած բանջարեղեն, թթվաջուր, թթու դնել
picklock	կոտրանք կատարող գող, ագռավուկ
pick-me-up	գրգռիչ միջոց
pickpocket	գրպանահատ
pick-up	պիկապ, պատահական ծանոթություն
pick	ընտրել, ջոկել, հավաքել, մաքրել, ընտրություն, ընտրել, քլունգ
picnic	զբոսախնջույք, հաճելի ժամանակ, պիկնիկի մասնակցել
pictorial	պատկերազարդ ամսագիր
picture-book	մանկական պատկերազարդ գիրք
picture-card	պատկերաթուղթ
picture-gallery	պատկերասրահ
picture-palace	կինոթատրոն
pictureshow	կինոնկար
picturesrue	գեղատեսիլ, գեղեցիկ, պատկերավոր  գունագեղ, գունեղ
picture	նկար, պատկեր, դիմանկար, նկարել, նկարագրել, երեվակայել
pidding	դատարկ, չնչին, մանր
piebald	պիսակավոր ձի
piecemeal	մաս-մաս արվող, աստիճանական, աստիճանաբար, հատ-հատ, գործարքով
piece-work	հատավարձով աշխատանք
piece	կտոր, մաս, բաժին, բեկոր, գործ, հատ, նմուշ, զենք, կարկատել, նորոգել
pied	խայտաբղետ, գույնզգույն
pierce	խոցել, ծակել, շամփրել
piercing	զիլ, բարձր ու սուր, ականջ ծակողսուր, ծակող, թափանցող, զրահահար
pier-glass	տրյումո, մեծ և կանգուն հայելի
pier	ալեհերձ, ծովապատնեշ, ծակել, հորատել, թափանցել, խզել, խախտել, ճեղքել
piety	բարեպաշտություն, աստվածավախություն
pie	կարկանդակ, պաշտետ, տորթ, կաչաղակ, մանր դրամ (=1/6 ցենտի)
piffle	դատարկաբանություն, հիմարություն
pigeon-hearted	վախկոտ, երկչոտ, մեղմ
pigeon-hole	գրասեղանի կամ դարակի բաժանմունք, աղավնաբույն
pigeonry	ազավնատուն
pigeon	աղավնի, աղավնյակ, պարզամիտ, միամիտ մարդ
piggery	խոզանոց, խոզաբույն
piggish	խոզային, կեղտոտ, ագահ, կամակոր
piggy-wiggy	խոզուկ, խոճկոր, փնթի
piggy	խոզուկ, խոճկոր
pig-headed	համառ, բթամիտ
pig-iron	չուգունի ձուլաձող
pignut	գետնընկույզ, գետնանուշ
pigskin	խոզի կաշի, թամբ
pigsty	խոզանոց, խոզաբույն
pigtail	ծամիկ, փոքրիկ հյուս
pig	խոզ, խոզի միս, մետաղաձուլվածք, ծնել, ձագ բերել (խոզի մասին)
pikestaff	նիզակի կոթ
pike	գայլաձուկ, տեգ. նիզակ, սուր ծայր, ծակել, խոցել
pilaster	քառանկյունի հարթ որմնասյուն
pilchard	սարդինա ( ձուկ)
piled	խավոտ, խավավոր
pile	կույտ, դեզ, հսկայական շենք, ցից, ցցեր խփել, կիտել, խավ, աղվամազ
pilferage	մանր գողություն
pilferer	մանր գողություն անող, խաբեբա
pilfer	գողանալ, թռցնել
pilgrimage	ուխտագնացություն, ուղևորություն, պանդխտություն
pilgrim	ուխտագնաց, պանդուխտ, թափառական  ճամփորդ
pillage	կողոպուտ, թալան, ավար
pillar-box	փոստարկղ
pillar	սյուն, կոթող, հենարան, նեցուկ, պատվար
pill-box	դեղահաբերի տուփ, փոքրիկ տնակ
pillion	թամբի բարձիկ, մոտոցիկլետի  ետևի նստելատեղ
pillory	անարգանքի սյուն
pillow-case	բարձի երես
pillow-slip	բարձի երես, 
pillowy	փափուկ, զիջող, հարմարվող
pillow	բարձ, տակդիր, գետեղիկ, ներդրուկ, միջարկ
pill	դեղահատ, հաբ, տհաճ մարդ, գնդակ, բիլիարդ, հաբեր տալ, սեվ քվե տալ
pilotage	նավավարում, նավը վարելը
pilot-cloth	հաստ կապույտ  մահուդ
pilot-engine	մաներային շոգեքարշ, ձյուն մաքրող մեքենա
pilothouse	ղեկապետի խցիկ
pilot	նավատար, լոցման, ղեկակալ, օդաչու, կարգավորիչ, վարել, ղեկավարել
pimping	մանր, թույլ, հիվանդոտ
pimpled	պզուկոտ, պզուկներով ծածկված
pimple	պզուկ, բշտիկ
pimp	կավատ, կավատություն անել
pinafore	գոգնոց
pince-nez	պենսնե
pincers	աքցան, պինցետ, նրբանելի, չանչ (խեցգետնի եվ այլն)
pinchbeck	ոսկեպղինձ, պղնձացինկ
pinchers	աքցան, ունելի
pinch	կսմթոց, ճմկթոց, կճմթոց, պտղունց, ծայրահեղ կարիք, գողություն
pine-apple	անանաս, արքայախնձոր, ռումբ,   անանասի
pine-cone	սոճու կոն
pinery	անանասի պլանտացիա կամ ջերմոց  սոճուտ
pine	սոճի, անանաս
pinfold	փարախ
ping-pong	սեղանի թենիս
ping	սուլոց (գնդակի), սուլել
pinhead	գնդասեղի գլուխ, բթամիտ, հիմար
pinion	ատամնավոր անիվ, պարսպի ատամ, փետուր, թեվ (թռչունի)
pinkish	բաց վարդագույն
pink	մեխակ, վարդի գույն, վարդագույն
pinnace	նավակ, կատեր
pinnacle	բարձր լեռնագագաթ, բելվեդեր կուլմինացիոն կետ, գագաթնակետ
pinny	գոգնոց
pinto	պիսակավոր, բծավոր
pint	պինտա (հեղուկների չափ = 0.56լ)
pin-up-girl	ծանոթ աղջկա, կինոաստղի և այլն լուսանկար
piny	սոճիներով հարուստ, սոճու
pin	գնդասեղ, հերակալ, կցասեղ, ոտքեր, բլթակ, կեգլի, տակառիկ
pioneer	պիոներ, առաջին նորաբնակ, սակրավոր զինվոր, նախաձեռնող
pious	կրոնապաշտ, բարեպաշտ
pipage	նավթամուղ՝ գազամուղ, ՝ ջրմուղ խողովակաշարով փոխադրելը
pipe-clay	կաոլին, ճենահող
pipeful	մի լիքը ծխամորճ
pipe-line	խողովակաշար, նավթամուղ
piper	սրնգահար
pipe	խողովակ, ծխամորճ, սրինգ, շվի, երգ, սուլոց, նվագել, սուլել
piping	խողովակներ, խողովակաշար, սուլոց, սուլելը, շաքարանախշ, շատ խիստ
pipkin	կավե աման, պտուկ
pipy	խողովակաձեվ, սուր
pip	աչք, կետ(դոմինոյի), աստղ(ուսադիրների), կորիզ, ծվծվալ, ճռվողել, քվեարկությամբ տապալել, սեվ քվե տալ, խափանել
piquancy	կծվություն
piquant	կծու, սուր, սաստիկ հետաքրքրաշարժհրապուրիչ, գայթակղիչ
piquet	պիկետ (հին թղթախաղ)
pique	վիրավորվածություն, դառնության  զգացմունք, հուզվածություն, վիրավորել, դիպչել, խայթել, խոցել արթնացնել, գրգռել
piracy	ծովահենություն, հեղինակային իրավունքի խախտում
pirate	ծովահեն, հեղինակային իրավունքը խախտող, ծովահենություն  անել, ..
piratical	ծովահենի, ավազակային
pirogue	պիրոգա, կարաիբյան մակույկ
pisciculture	ձկնաբուծություն
pish	փուհ, թուհ
pistachio	պիստակ, պիստակենի, պիստակի գույն
pistil	վարսանդ
pistol	ատրճանակ, փշտով
piston-rod	մխոցաձող, մխոցակոթ
piston	մխոց, կափույր
pitch-black	ձյութի պես սև
pitch-dark	չափազանց մութ, խավար
pitched	վճռական մարտ
pitcher	սափոր, կուժ, գնդակ նետող
pitchfork	եղան
pitchy	կպրոտ, ձյութոտ, խեժոտ, խեժի, կուպրի, սեվաթույր, ձյութի պես սեվ
pitch	բարձրություն, ողնօրորում, շինել, նետել, կուպր, ձյութ, սկիպիդար
piteous	խղճալի, ողորմելի
pitfall	ծուղակ, թակարդ, որոգայթ
pithless	առանց միջուկի, միջուկ ջունեցող
pithy	միջուկով, ուժեղ, կյանքով լի
pith	միջուկ, ծուծ, միս, ողնուղեղ, էություն, էական մաս
pitiable	խեղճ, խղճալի, ողորմելի
pitiful	խղճալի, գթոտ, կարեկից
pitiless	անգութ, անողորմ
pitman	հանքագործ, հանքափոր, ածխահատ ձգան
pitsaw	երկայնահատ սղոց
pittance	չնչին նպաստ, աղքատիկ եկամուտ
pitter-patter	հաճախակի՝ թեթև թխթխկոց
pityingly	կարեկցանքով, խղճահարությամբ
pity	խղճահարություն, խղճալ, կարեկցել գթալ
pit	փոս, հոր, հանքահոր, բանտ, պարտեր, փորել, կորիզ, կորիզը հանել
pivotal	սռնու, առանցքի
pivot	սռնի, առանցք, հենակետ, հիմք, կենտրոն, պտտվել
pixel	ԷՀՄ էկրանի պատկերի փոքրագույն մասը, կարող է անկախ ղեկավարվել
pixy	դիցանուշ, ֆեյա, բարի ոգի
pix	մասնատուփ
pl/1	բարձր մակարդակի ծրագրավորման  լեզու
placable	հեզ, մեղմ, բարեհոգի
placard	պլակատ, ազդ, հայտարարություն ազդարարել, ..
placate	հանգստացնել, հաշտեցնել
place-hunter	կարիերիստ
placeman	չինովնիկ, պետական պաշտոնյա
place	տեղ, վայր, նստոց, բնակարան, բնակավայր, պաշտոն, տեղավորել
placidity	հանգստություն, հանդարտություն, անդորրություն
placid	հանդարտ, խաղաղ, անդորր, անվրդով
placket	կտրվածք, գրպան
plafond	նկարազարդված առասրաղ
plagiarism	գրագողություն
plagiarist	գրագող, բանագող
plagiarize	գրագողությամբ զբաղվել
plaguesome	անհանգստացնող, անախորժ, ձանձրալի
plague	ժանտախտ, աղետ, դժբախտություն, տանջել, ձանձրացնել, անհանգստացնել
plaguy	ձանձրացուցիչ, անախորժ, տհաճ, խիստչափազանց
plaid	պլեդ, ծածկոցաշալ, շոտլանդկա (կտոր)
plainly	անկեղծորեն, պարզորեն, շիտակորեն
plainsman	հարթավայրի բնակիչ, դաշտաբնակ
plain-song	միաձայն  խմբերգ
plain-spoken	պարզախոս, ուղղախոս
plaintiff	հայցվոր, հայցվորուհի
plaintive	լալագին, աղիողորմ, սրտաճմլիկ թախծալի
plaint	բողոք, գանգատ, հեծեծանք, ողբ
plain	պարզ, ակներեվ, անկեղծ, սովորական, անբարետես, անկեղծությամբ, հարթավայր, հարթություն, տափաստաններ
plait	հյուս, ծամ, ծալք, հյուսել(մազերը)
planetarium	պլանետարիում
planetary	մոլորակային, թափառող
planet-struck	անիծված, անիծյալ
planet	մոլորակ
plane	ինքնաթիռ, հարթություն, հարթ, սահել, ռանդա, ռանդել, սոսի, չինարի
plangent	աղմուկով ափին զարնվող, թնդյունով արձագանքող
plank-bed	քնատախտամած
planking	տախտակում, փայտե երեսվածք
plank	տախտակ, շերտաձողիկ, տախտակապատելվճարել, տապակել
planner	ծրագրավորման լեզու
plantain	ջղախոտ, եզան լեզու
plantation	տնկադաշտ, պլանտացիա, տունկեր, գաղութաբնակեցում
planter	պլանտատոր, տնկիչ, տնկող մեքենա
plant-louse	ուտիճ, բուսաճճի
plant	բույս, սածիլ, տնկել, աճեցնել, սարքավորում, գործարան, խաբեբայություն
plan	պլան, ծրագիր, հղացում, գծագիր, սխեմա, պլանավորել, նախագծել
plaque	ափսե, սկավառակ
plashy	ճահճոտ, խոնավ, ծփացող, ճղփացող
plash	ճողփյուն, ջրափոս, ճողփել հյուսել, միահյուսել
plasma	պլազմա, ավշահյութ, շիճուկ
plasterer	գաջադործ, սվաղող բանվոր
plaster	սվաղ, սպեղանի, գաջել, ծեփել, ծածկել, պատել
plasticity	պլաստիկություն, ճկունություն
plastic	պլաստմասսա, պլաստիկ զանգված, պլաստիկ, պլաստիկական, ճկուն
plastron	զրահավոր լանջապանակ
platan	սոսի, չինարի
plateau	բարձրավանդակ, սարահարթ
plateful	մի լիքը ափսե
plate	ափսե, պնակ, ամանեղեն, թիթեղիկ, էստամպ, ոսկեզօծել, արծաթապատել
platform	կառամատույց, պլատֆորմ, տրիբունա, ամբիոն, հարթակ, հրանոթատեղ
plating	նիկելապատում, ոսկեզօծում, արծաթապատում
platinum	պլատին, լուսնոսկի, պլատինե
platitude	անհամություն, տափակություն
platitudinous	տափակ, անհամ, ծեծված, անճաշակ
platoon	ոստիկանական ջոկատ, դասակ
plat	պլան, քարտեզ, պլան հանել, փոքրիկ հողամաս
plausible	հավանական, ճշմարտանման
playable	նվագելու կամ խաղալու համար պիտանի
play-actor	դերասան, կեղծ՝ ոչ շիտակ մարդ
playbill	աֆիշա, ազդ, հայտարարություն, ծրագիր (թատրոնական)
play-day	արձակուրդ, տոն, ոչ աշխատանքային օր
played-out	ուժասպառ, հալից ընկած
player	խաղացող, դերասան, խաղամոլ, պիանոլա
playfellow	խաղընկեր, մանկության ընկեր
play-field	սպորտային հրապարակ
playfulness	ժրություն, կայտառություն, չարաճճիություն
playful	ժիր, կայտառ, վառվռուն, աշխույժ, ուրախ, չարաճճի, կատակող, հեգնական
playgame	դատարկ բան
play goer	թատերասեր, թատրոնասեր
playgoer	թատերասեր, թատրոնասեր
playground	խաղի հրապարակ, սպորտային հրապարակ
playhouse	դրամատիկական թատրոն
playing-cards	խաղաթղթեր
playing-field	սպորտային հրապարակ, խաղադաշտ
playlet	փոքրիկ պրես
playmate	մանկության ընկեր, խաղընկեր
play-on-words	բառախաղ
plaything	խաղալիք (նաեվ փխբ)
playtime	հանգստի` հանգստանալու ժամանակ
playwright	դրամատուրգ, թատերագիր
play	խաղ, պիես, բառախաղ, շարժում, փայլ, ազատություն, խաղալ, նվազել
pleader	պաշտպան, փաստաբան
pleading	միջնորդություն, բարեխոսություն պաշտպանություն
plead	խնդրել, աղերսել, միջնորդել, պաշտպանել, հայտարարություն անել
pleasantness	հաճելիություն, դուրեկանություն
pleasantry	հաճելի՝ բարեսիրտ կատակ, հումոր
pleasant	հաճելի, հիանալի, դուրեկան, համակրելի, զվարթ, ուրախ
please	դուր գալ, գոհացնել, հաճել, ցանկանալ, բարի եղեք, հաճեցեք
pleasing	հաճելի, դուրեկան, գրավիչ
pleasurable	բավականություն՝ հաճույք պատճառող
pleasure	բավականություն, հաճույք, զվարճություն, կամք, զվարճանալ
pleat	ծալք, ծալքեր անել (շորի վրա)
plea	արդարացում, պատրվակ, հայտարարություն
plebian	պլեբեյ, ռամիկ
plebiscite	հանրաքվե
pledge	գրավ, գրավական, երաշխավորությունկենաց, ուխտ, երդում, խոստում
pled	խնդրել, աղերսել, միջնորդել, պաշտպանել
plenary	պլենար, լիակատար
plenipotentiary	լիազոր ներկայացուցիչ
plenitude	լիություն, առատություն, լիակատարություն, ծաղկում (ուժերի)
plenteous	առատ, բերքառատ
plentiful	առատ, լիուլի, հարուստ
plenty	առատություն, լիություն, միանգամայն, լիովին, շատ
plenum	պլենում
pleura	պլեվրա, լանջաթաղանթ
pleurisy	թոքամիզի բորբոքում, պլերիտ
